Name,Datum,Spieldauer,Schwierigkeitsgrad,Typ,Altersempfehlung,Glücksfaktor,Rating
Patchwork,2022-11-02,kurz,3,Familie,10+,kein Glück,3
Living Forest,2024-12-13,kurz,4,Strategie,16+,gering,3
Pixhagen: Das Spiel,2024-10-07,mittel,4,Strategie,16+,kein Glück,2
Kartonopolis,2025-04-21,mittel,4,Strategie,12+,mittel,3
Cartographers,2023-01-14,mittel,2,Strategie,16+,kein Glück,1
Tapestry,2024-08-09,lang,3,Strategie,12+,hoch,5
Pandemic,2024-12-14,kurz,4,Kooperativ,12+,mittel,3
Wolkenschieber,2024-07-05,mittel,1,Familie,6+,gering,3
Wolkenschieber,2023-11-08,lang,3,Familie,6+,mittel,3
Pixhagen: Das Spiel,2024-06-26,mittel,3,Strategie,16+,sehr hoch,3
Tintenfuchs,2025-06-01,lang,1,Kinder,6+,kein Glück,3
Pixhagen: Das Spiel,2022-02-22,kurz,1,Strategie,16+,sehr hoch,2
Die Crew,2023-08-03,kurz,1,Kooperativ,6+,sehr hoch,5
Just One,2022-02-03,mittel,3,Party,12+,gering,5
Hanabi,2024-12-10,k,3,Kooperativ,6+,kein Glück,2
Hanabi,2023-12-19,m,2,Kooperativ,10+,sehr hoch,4
Unlock!,2025-07-23,kurz,5,Kooperativ,16+,mittel,3
Chronicles of Crime,2023-12-01,k,3,Kooperativ,6+,sehr hoch,3
Wolkenschieber,2025-02-08,lang,3,Familie,6+,gering,3
Zug um Zug,2024-06-26,lang,3,Familie,6+,sehr hoch,3
Planet Unknown,2024-02-18,kurz,5,Strategie,12+,gering,2
Pixhagen: Das Spiel,2024-02-07,mittel,2,Strategie,12+,kein Glück,3
Agricola,2024-05-09,mittel,3,Strategie,12+,kein Glück,2
Gezeitenkinder,2024-02-13,lang,5,Kooperativ,12+,gering,2
Hinter dem Wasserfall,2023-02-14,mittel,5,Kooperativ,6+,kein Glück,4
Wurzelwerk,2023-02-18,lang,2,Strategie,16+,gering,5
Codenames,2023-11-16,kurz,3,Party,6+,mittel,2
Gezeitenkinder,2024-07-16,l,1,Kooperativ,10+,kein Glück,1
Obsthain,2024-11-28,lang,1,Kinder,6+,mittel,5
König Knatterbart,2022-11-28,lang,2,Kinder,6+,hoch,4
The Mind,2025-03-27,l,3,Party,10+,sehr hoch,3
Wimmelwald,2025-03-25,lang,2,Familie,6+,gering,4
Biber & Barrikaden,2025-03-22,kurz,2,Kinder,6+,hoch,5
Catan,2025-04-27,mittel,2,Strategie,16+,sehr hoch,5
Die Drachen von Morag,2024-11-27,m,3,Kooperativ,16+,hoch,2
Wurzelwerk,2023-12-09,lang,3,Strategie,12+,mittel,4
König Knatterbart,2025-03-31,mittel,1,Kinder,6+,sehr hoch,4
Planet Unknown,2023-02-19,lang,4,Strategie,12+,kein Glück,4
Trommelwirbel,2024-11-19,mittel,3,Party,10+,gering,3
Pixhagen: Das Spiel,2025-01-03,lang,1,Strategie,16+,kein Glück,5
Planet Würfelstein,2025-05-28,mittel,2,Strategie,12+,mittel,2
Honigkrieg,2025-05-06,kurz,2,Familie,6+,gering,4
Patchwork,2022-11-22,lang,1,Familie,10+,hoch,2
Kaktuskarneval,2023-07-20,lang,2,Party,6+,kein Glück,4
Patchwork,2024-03-12,kurz,1,Familie,10+,hoch,4
Parks,2023-04-09,k,2,Familie,10+,mittel,4
Honigkrieg,2024-02-10,mittel,1,Familie,10+,gering,3
Calico,2022-08-13,kurz,2,Familie,6+,hoch,3
Flügelschlag,2024-10-15,kurz,1,Familie,10+,sehr hoch,4
Pandemic,2024-04-10,mittel,1,Kooperativ,6+,sehr hoch,1
The Castles of Burgundy,2024-12-30,mittel,3,Strategie,12+,mittel,3
Wurzelwerk,2022-10-17,mittel,1,Strategie,12+,hoch,3
Hinter dem Wasserfall,2024-02-12,mittel,1,Kooperativ,10+,kein Glück,3
Mindbug,2024-09-03,kurz,5,Strategie,12+,kein Glück,4
Project L,2023-10-26,lang,3,Strategie,12+,hoch,4
Klapperknochen-Kapitäne,2025-01-14,kurz,1,Kinder,6+,kein Glück,3
T.I.M.E Stories,2025-04-21,kurz,3,Kooperativ,10+,kein Glück,4
Living Forest,2024-12-31,mittel,5,Strategie,16+,sehr hoch,3
Puerto Rico,2023-05-28,kurz,5,Strategie,16+,kein Glück,5
Terraforming Mars,2022-07-04,kurz,3,Strategie,16+,mittel,3
Draftosaurus,2024-08-07,lang,3,Familie,10+,gering,3
Pixhagen: Das Spiel,2025-06-22,mittel,2,Strategie,16+,gering,2
Honigkrieg,2022-06-02,mittel,3,Familie,6+,sehr hoch,4
Ticket to Ride: Europe,2024-10-23,mittel,2,Familie,10+,mittel,2
Die Drachen von Morag,2023-11-28,mittel,2,Kooperativ,10+,gering,3
Burgenschlacht 3000,2023-12-04,lang,5,Strategie,12+,gering,3
Arche Nova,2024-07-31,mittel,4,Strategie,12+,sehr hoch,4
Oath,2025-02-03,mittel,2,Strategie,12+,kein Glück,4
Wolkenschieber,2025-01-20,mittel,2,Familie,6+,hoch,3
T.I.M.E Stories,2023-06-22,mittel,3,Kooperativ,6+,hoch,3
Die Farben von Fjorin,2022-06-16,mittel,1,Strategie,16+,sehr hoch,5
Codenames,2023-02-19,mittel,1,Party,16+,gering,4
Ziegenroulette,2021-02-09,mittel,1,Kinder,6+,kein Glück,5
Cascadia,2024-09-16,kurz,1,Familie,6+,kein Glück,5
Tollhaus Taktik,2024-12-28,lang,4,Party,10+,kein Glück,5
Patchwork,2022-09-18,kurz,1,Familie,6+,gering,2
Living Forest,2022-03-07,lang,1,Strategie,12+,gering,5
Biber & Barrikaden,2025-06-14,lang,1,Kinder,6+,hoch,4
Funkenschwinge,2023-01-11,mittel,1,Strategie,16+,sehr hoch,5
7 Wonders,2024-11-20,kurz,5,Strategie,16+,sehr hoch,3
Karak,2025-01-01,mittel,1,Kinder,6+,kein Glück,4
Burgenschlacht 3000,2023-10-26,lang,4,Strategie,12+,hoch,5
Kingdomino,2025-05-31,kurz,3,Familie,6+,hoch,4
Pixhagen: Das Spiel,2024-05-03,kurz,3,Strategie,12+,mittel,5
Love Letter,2024-04-27,lang,3,Party,6+,mittel,1
Gezeitenkinder,2025-03-05,kurz,1,Kooperativ,12+,sehr hoch,2
Pixhagen: Das Spiel,2025-03-25,mittel,4,Strategie,12+,sehr hoch,3
Project L,2023-12-21,lang,2,Strategie,12+,kein Glück,3
Pixhagen: Das Spiel,2025-05-18,m,2,Strategie,16+,gering,5
Pixhagen: Das Spiel,2022-05-21,m,2,Strategie,12+,mittel,4
Cascadia,2024-11-05,mittel,2,Familie,10+,gering,4
Die Ernte von Umbra,2021-11-05,mittel,5,Strategie,12+,kein Glück,2
Planet Unknown,2025-07-21,lang,3,Strategie,12+,sehr hoch,2
Cascadia,2024-07-18,lang,1,Familie,6+,hoch,3
Love Letter,2021-11-06,kurz,4,Party,10+,kein Glück,5
Die Rückkehr der Kartoffelkönigin,2024-06-29,kurz,2,Familie,6+,mittel,4
Cascadia,2025-04-09,mittel,3,Familie,10+,hoch,3
Wingspan Asia,2022-05-10,lang,2,Familie,10+,kein Glück,5
Tapestry,2025-04-09,lang,1,Strategie,16+,kein Glück,3
Tollhaus Taktik,2022-08-04,kurz,1,Party,16+,sehr hoch,3
MicroMacro: Crime City,2024-08-15,lang,4,Kooperativ,10+,gering,4
Pandemic,2025-05-09,mittel,1,Kooperativ,12+,gering,2
Tanz der Tomaten,2025-02-22,lang,1,Kinder,6+,kein Glück,5
Clank!,2021-10-16,kurz,3,Strategie,16+,gering,4
Draftosaurus,2025-02-11,mittel,3,Familie,10+,sehr hoch,3
Burgenschlacht 3000,2023-01-29,kurz,2,Strategie,16+,gering,5
Wurzelwerk,2025-03-24,mittel,1,Strategie,16+,kein Glück,3
Monsterbüro,2024-10-07,mittel,1,Party,10+,gering,4
Pandemic,2024-05-27,lang,2,Kooperativ,12+,hoch,3
T.I.M.E Stories,2024-04-15,kurz,3,Kooperativ,16+,sehr hoch,5
Oath,2024-10-19,mittel,5,Strategie,12+,sehr hoch,5
Burgenschlacht 3000,2025-01-03,lang,1,Strategie,12+,hoch,5
Calico,2023-11-27,l,3,Familie,6+,kein Glück,4
Pixhagen: Das Spiel,2023-12-08,lang,1,Strategie,12+,mittel,1
Carcassonne,2023-02-05,mittel,2,Familie,6+,mittel,3
Hanabi,2023-09-21,lang,1,Kooperativ,10+,hoch,4
Pixhagen: Das Spiel,2024-04-09,kurz,3,Strategie,12+,hoch,4
Root,2023-05-23,kurz,5,Strategie,12+,sehr hoch,3
Die Drachen von Morag,2022-06-13,mittel,5,Kooperativ,12+,mittel,2
Clank!,2024-10-12,mittel,5,Strategie,12+,hoch,3
Clank!,2025-07-04,lang,2,Strategie,12+,sehr hoch,4
My City,2022-11-29,kurz,3,Familie,10+,sehr hoch,3
T.I.M.E Stories,2025-02-10,lang,1,Kooperativ,10+,sehr hoch,5
Turbokekse,2024-11-07,mittel,1,Kinder,6+,hoch,4
Planet Unknown,2024-01-24,lang,3,Strategie,16+,hoch,3
Hadara,2024-11-14,kurz,5,Strategie,16+,kein Glück,2
Mysterium,2023-11-13,mittel,3,Kooperativ,10+,hoch,3
Carcassonne,2024-03-17,kurz,1,Familie,10+,gering,5
Die Ernte von Umbra,2025-05-13,kurz,3,Strategie,12+,hoch,4
Die Ernte von Umbra,2023-02-21,mittel,5,Strategie,12+,hoch,2
Hanabi,2025-01-22,lang,5,Kooperativ,16+,mittel,2
T.I.M.E Stories,2025-04-06,kurz,5,Kooperativ,6+,gering,5
Gloomhaven,2022-03-18,mittel,3,Kooperativ,6+,sehr hoch,4
Nemesis: Lockdown,2024-06-26,mittel,3,Kooperativ,12+,gering,4
Keksdiplomatie,2024-06-20,kurz,3,Party,6+,hoch,5
Lichtfänger,2025-07-07,kurz,4,Kooperativ,6+,mittel,2
Trommelwirbel,2024-12-23,mittel,4,Party,6+,hoch,2
Quacksalber von Quedlinburg,2021-01-18,kurz,4,Strategie,16+,gering,2
Kaktuskarneval,2023-07-27,mittel,2,Party,12+,kein Glück,5
Just One,2025-01-09,kurz,1,Party,10+,kein Glück,2
Dominion,2023-09-15,mittel,1,Strategie,16+,hoch,3
Obsession,2022-05-09,lang,4,Strategie,16+,mittel,4
Pilzpiraten,2024-05-09,m,1,Kinder,6+,hoch,2
Die vierte Fabel,2022-10-14,lang,2,Kooperativ,16+,sehr hoch,5
Hanabi,2025-05-14,m,2,Kooperativ,12+,kein Glück,3
Karak,2025-06-01,lang,1,Kinder,6+,sehr hoch,1
Flauschkrieg,2025-07-02,mittel,3,Party,16+,kein Glück,3
Cascadia,2025-05-27,kurz,1,Familie,10+,sehr hoch,3
Puerto Rico,2025-01-20,k,5,Strategie,16+,gering,2
Mysterium,2022-09-23,mittel,3,Kooperativ,10+,kein Glück,4
Flügelschlag,2023-02-03,mittel,1,Familie,10+,gering,2
Hadara,2024-04-18,kurz,2,Strategie,12+,hoch,3
Meadow,2023-09-18,mittel,3,Familie,6+,gering,2
Ziegenroulette,2022-12-16,kurz,2,Kinder,6+,kein Glück,2
Red Cathedral,2021-10-18,mittel,4,Strategie,16+,mittel,4
Agricola,2023-12-22,mittel,1,Strategie,12+,gering,2
Mysterium,2025-02-04,lang,1,Kooperativ,16+,sehr hoch,4
Zauberkessel & Zimt,2025-07-20,kurz,2,Familie,6+,gering,2
Die vierte Fabel,2023-06-28,mittel,5,Kooperativ,16+,hoch,3
Dominion,2024-07-21,kurz,5,Strategie,16+,kein Glück,5
Monsterbüro,2025-05-25,lang,1,Party,16+,gering,4
Just One,2024-03-06,lang,1,Party,6+,mittel,3
Klapperknochen-Kapitäne,2022-11-23,kurz,2,Kinder,6+,sehr hoch,5
Monsterbüro,2023-04-21,kurz,4,Party,10+,sehr hoch,2
Wurzelwerk,2025-07-15,mittel,5,Strategie,12+,sehr hoch,4
Railroad Ink,2025-04-15,mittel,2,Familie,10+,sehr hoch,5
Lichtfänger,2024-02-24,lang,2,Kooperativ,10+,kein Glück,4
Die Drachen von Morag,2023-09-28,lang,5,Kooperativ,6+,gering,4
MicroMacro: Crime City,2025-04-28,lang,5,Kooperativ,16+,mittel,4
Heat: Pedal to the Metal,2023-04-04,mittel,1,Familie,10+,gering,2
Root,2024-11-06,lang,2,Strategie,16+,mittel,4
Die Ernte von Umbra,2023-07-25,mittel,2,Strategie,12+,sehr hoch,3
Pixhagen: Das Spiel,2023-03-05,mittel,1,Strategie,12+,kein Glück,4
Isle of Skye,2025-06-30,mittel,2,Strategie,16+,mittel,3
Dixit,2022-11-25,kurz,1,Familie,6+,mittel,1
Wurzelwerk,2024-07-23,mittel,3,Strategie,12+,gering,2
My City,2024-11-10,mittel,3,Familie,6+,sehr hoch,5
Hadara,2025-05-06,l,3,Strategie,16+,kein Glück,2
Honigkrieg,2023-02-14,mittel,1,Familie,10+,gering,1
Everdell,2024-09-18,k,5,Strategie,12+,kein Glück,4
Pixhagen: Das Spiel,2025-06-10,mittel,2,Strategie,16+,sehr hoch,3
Catan,2023-07-07,mittel,4,Strategie,12+,hoch,2
Gezeitenkinder,2024-07-14,kurz,5,Kooperativ,6+,hoch,3
Arche Nova,2024-05-10,kurz,4,Strategie,16+,sehr hoch,4
Great Western Trail,2024-07-13,kurz,2,Strategie,12+,hoch,3
Wingspan Asia,2025-04-29,lang,2,Familie,10+,sehr hoch,5
Heat: Pedal to the Metal,2025-07-30,lang,1,Familie,10+,hoch,2
Great Western Trail,2024-01-11,kurz,1,Strategie,12+,mittel,4
Pixhagen: Das Spiel,2023-05-27,kurz,4,Strategie,16+,kein Glück,5
Kaktuskarneval,2022-08-25,kurz,1,Party,16+,sehr hoch,3
Kaktuskarneval,2025-03-09,lang,3,Party,10+,mittel,4
Wächter von Windhain,2025-04-30,kurz,2,Strategie,16+,hoch,2
Burgenschlacht 3000,2025-04-16,kurz,4,Strategie,16+,gering,5
Die Farben von Fjorin,2022-12-15,lang,2,Strategie,12+,mittel,3
Splendor,2022-02-14,kurz,2,Familie,10+,mittel,4
Great Western Trail,2024-10-27,mittel,1,Strategie,16+,kein Glück,2
Gezeitenkinder,2023-02-03,lang,5,Kooperativ,6+,mittel,4
Biber & Barrikaden,2024-11-08,lang,2,Kinder,6+,sehr hoch,4
Mysterium,2023-10-22,mittel,1,Kooperativ,16+,kein Glück,5
7 Wonders,2024-12-12,lang,3,Strategie,12+,kein Glück,1
Die Rückkehr der Kartoffelkönigin,2023-04-14,lang,3,Familie,6+,gering,5
Wonders Duel,2023-02-19,lang,1,Strategie,12+,kein Glück,4
Unlock!,2023-05-04,lang,2,Kooperativ,12+,kein Glück,4
Insel der Irrlichter,2022-08-14,kurz,2,Kooperativ,10+,mittel,5
Flügelschlag,2024-01-04,mittel,2,Familie,10+,kein Glück,4
Wurzelwerk,2024-04-22,mittel,1,Strategie,16+,kein Glück,2
Keksdiplomatie,2024-10-26,kurz,3,Party,12+,hoch,4
Die Rückkehr der Kartoffelkönigin,2024-10-23,lang,1,Familie,6+,gering,4
Tapestry,2023-01-13,kurz,1,Strategie,12+,hoch,3
Mindbug,2024-04-12,mittel,3,Strategie,12+,sehr hoch,3
Res Arcana,2023-06-12,mittel,1,Strategie,12+,kein Glück,5
Carcassonne,2025-06-18,mittel,1,Familie,10+,kein Glück,4
Tollhaus Taktik,2023-07-08,lang,2,Party,16+,kein Glück,4
Spirit Island,2024-11-10,mittel,2,Kooperativ,10+,sehr hoch,1
Carcassonne,2024-10-11,lang,1,Familie,6+,kein Glück,5
The Mind,2023-02-18,m,2,Party,12+,kein Glück,3
Pixhagen: Das Spiel,2022-12-30,lang,5,Strategie,12+,sehr hoch,4
Project L,2023-05-15,lang,4,Strategie,16+,hoch,5
Pandemic,2024-03-15,lang,4,Kooperativ,12+,mittel,4
Puerto Rico,2025-06-15,lang,3,Strategie,16+,gering,4
Die Drachen von Morag,2023-03-30,mittel,2,Kooperativ,10+,kein Glück,4
Ticket to Ride: Europe,2024-11-17,lang,3,Familie,10+,gering,2
Planet Würfelstein,2024-09-22,lang,2,Strategie,16+,gering,1
Cartographers,2024-12-14,mittel,3,Strategie,16+,sehr hoch,4
Hadara,2025-01-23,lang,5,Strategie,12+,mittel,4
Hadara,2022-02-16,mittel,5,Strategie,12+,hoch,4
Dixit,2025-01-01,mittel,3,Familie,6+,gering,2
Planet Unknown,2025-06-23,mittel,4,Strategie,16+,gering,5
Kemet,2024-01-20,kurz,1,Strategie,12+,kein Glück,4
Nemesis: Lockdown,2025-01-16,mittel,4,Kooperativ,10+,kein Glück,4
Wurzelwerk,2022-06-30,mittel,1,Strategie,16+,hoch,2
Klapperknochen-Kapitäne,2025-01-04,kurz,1,Kinder,6+,hoch,3
Patchwork,2022-10-03,mittel,2,Familie,10+,kein Glück,3
Spirit Island,2020-08-05,mittel,3,Kooperativ,6+,sehr hoch,4
Planet Unknown,2022-12-01,lang,3,Strategie,12+,mittel,5
Anno Domini,2023-10-14,kurz,4,Party,16+,sehr hoch,5
Nebelschach,2024-05-20,kurz,1,Strategie,12+,hoch,5
Pixhagen: Das Spiel,2025-04-06,mittel,5,Strategie,16+,hoch,5
Azul,2025-03-10,kurz,2,Familie,6+,sehr hoch,2
Kaktuskarneval,2023-11-02,lang,2,Party,6+,kein Glück,4
MicroMacro: Crime City,2025-07-04,mittel,2,Kooperativ,6+,kein Glück,3
Unlock!,2024-11-13,lang,3,Kooperativ,6+,kein Glück,2
Klapperknochen-Kapitäne,2025-02-26,lang,1,Kinder,6+,kein Glück,3
Streit um den Schokoladenthron,2024-04-13,kurz,4,Party,10+,mittel,4
Pixhagen: Das Spiel,2024-03-25,mittel,5,Strategie,16+,sehr hoch,4
Tapestry,2024-08-25,lang,3,,12+,kein Glück,2
Die Crew,2022-09-08,lang,3,Kooperativ,6+,mittel,2
Zug um Zug,2025-01-06,lang,3,Familie,6+,hoch,2
Tollhaus Taktik,2022-10-09,lang,3,Party,16+,gering,2
Obsthain,2025-05-02,mittel,2,Kinder,6+,mittel,3
Wächter von Windhain,2022-05-23,kurz,2,Strategie,16+,mittel,2
Pixhagen: Das Spiel,2025-04-24,kurz,2,Strategie,12+,hoch,3
Catan,2025-04-08,kurz,5,Strategie,16+,kein Glück,2
Tanz der Tomaten,2021-06-10,mittel,1,Kinder,6+,gering,4
Die Ernte von Umbra,2025-07-20,lang,2,Strategie,16+,mittel,3
Die Rückkehr der Kartoffelkönigin,2024-03-12,mittel,2,Familie,10+,hoch,3
Agricola,2025-02-23,kurz,5,Strategie,16+,kein Glück,3
Nemesis: Lockdown,2024-12-01,lang,4,Kooperativ,10+,kein Glück,5
Kartonopolis,2023-12-07,k,1,Strategie,16+,gering,5
Kemet,2024-08-21,mittel,4,Strategie,16+,sehr hoch,4
Clank!,2023-09-18,mittel,3,Strategie,12+,mittel,5
Tollhaus Taktik,2023-11-26,lang,3,Party,16+,gering,4
Die Crew,2021-10-22,kurz,2,Kooperativ,12+,mittel,2
Broom Service,2023-07-20,mittel,3,Familie,10+,mittel,3
Tollhaus Taktik,2024-03-23,lang,1,Party,6+,kein Glück,4
Hanabi,2022-01-04,lang,3,Kooperativ,16+,mittel,3
Pixhagen: Das Spiel,2024-06-14,mittel,1,Strategie,12+,mittel,3
Project L,2025-06-29,lang,3,Strategie,16+,gering,3
Puerto Rico,2023-07-28,kurz,4,Strategie,12+,sehr hoch,4
Clank!,2025-03-14,kurz,3,Strategie,16+,kein Glück,5
Tollhaus Taktik,2025-03-08,m,4,Party,12+,gering,3
Funkenschwinge,2024-10-14,kurz,3,Strategie,16+,hoch,2
Wurzelwerk,2024-09-13,kurz,4,Strategie,12+,sehr hoch,4
Glücksgriff,2023-12-23,lang,4,Party,12+,kein Glück,5
Keksdiplomatie,2025-06-02,lang,4,Party,10+,kein Glück,3
Draftosaurus,2025-02-16,kurz,1,Familie,6+,sehr hoch,5
Karak,2025-05-20,mittel,2,Kinder,6+,gering,2
Quacksalber von Quedlinburg,2025-05-29,lang,1,Strategie,12+,gering,3
Dixit,2022-12-14,lang,1,Familie,10+,gering,4
Kemet,2023-12-01,lang,1,Strategie,16+,hoch,3
Wingspan Asia,2024-04-07,lang,1,Familie,6+,gering,4
Arche Nova,2025-05-09,mittel,3,Strategie,16+,sehr hoch,4
Karak,2023-12-11,mittel,1,Kinder,6+,sehr hoch,3
Insel der Irrlichter,2024-09-20,mittel,3,Kooperativ,10+,gering,3
Wächter von Windhain,2022-10-07,mittel,5,Strategie,16+,hoch,5
Klapperknochen-Kapitäne,2023-10-01,mittel,1,Kinder,6+,sehr hoch,4
Robohof,2025-07-01,lang,1,Familie,10+,sehr hoch,5
Azul,2024-10-05,lang,3,Familie,10+,gering,4
Wurzelwerk,2023-11-21,lang,1,Strategie,12+,hoch,4
Robohof,2023-06-05,lang,3,Familie,10+,gering,3
Flügelschlag,2025-03-23,lang,3,Familie,10+,kein Glück,5
Planet Würfelstein,2025-06-29,kurz,1,Strategie,12+,gering,2
Honigkrieg,2023-08-13,lang,3,Familie,6+,sehr hoch,4
Root,2022-08-07,mittel,1,Strategie,16+,sehr hoch,1
Wurzelwerk,2025-05-28,lang,2,Strategie,16+,hoch,2
Parks,2025-06-20,mittel,1,Familie,6+,hoch,3
Ritter der Regenzeit,2024-12-12,lang,1,Familie,10+,mittel,3
Hanabi,2024-10-29,mittel,3,Kooperativ,16+,kein Glück,3
Lachlabor,2024-08-18,lang,1,Kinder,6+,hoch,2
Tiny Towns,2025-03-18,lang,1,Familie,6+,mittel,3
Obsthain,2023-10-03,lang,2,Kinder,6+,kein Glück,4
Alhambra,2025-05-21,k,3,Familie,6+,sehr hoch,3
Die Rückkehr der Kartoffelkönigin,2024-02-12,mittel,1,Familie,10+,sehr hoch,3
Dominion,2025-07-20,lang,1,Strategie,16+,gering,4
Agricola,2023-10-30,lang,3,Strategie,16+,sehr hoch,3
Vampirvillen & Vanilleeis,2025-07-20,kurz,4,Party,12+,gering,4
Lost Ruins of Arnak,2023-07-25,kurz,5,Strategie,12+,hoch,5
Planet Würfelstein,2025-07-18,mittel,5,Strategie,16+,mittel,4
Railroad Ink,2025-06-19,kurz,2,Familie,6+,hoch,5
Zug um Zug,2024-05-25,lang,3,Familie,10+,gering,4
Keksdiplomatie,2025-01-23,lang,3,Party,6+,sehr hoch,5
Quacksalber von Quedlinburg,2025-07-16,mittel,4,Strategie,12+,gering,4
Azul,2024-02-01,mittel,3,Familie,6+,kein Glück,3
Unlock!,2023-02-18,lang,2,Kooperativ,10+,sehr hoch,5
The Mind,2024-03-28,mittel,1,Party,10+,gering,4
Pilzpiraten,2022-06-07,mittel,1,Kinder,6+,sehr hoch,5
Flügelschlag,2025-03-18,kurz,3,Familie,10+,mittel,4
Nebelschach,2024-12-24,mittel,1,Strategie,12+,hoch,3
Dominion,2024-09-08,mittel,4,Strategie,12+,gering,4
Magnetmönche,2022-07-05,mittel,2,Kooperativ,16+,hoch,3
Clank!,2025-06-29,k,5,Strategie,16+,gering,5
Pixhagen: Das Spiel,2022-09-15,lang,5,Strategie,16+,kein Glück,3
The Mind,2025-07-25,mittel,2,Party,6+,hoch,4
Oath,2024-03-28,mittel,3,Strategie,12+,hoch,4
Kartonopolis,2024-09-29,mittel,3,Strategie,12+,kein Glück,4
Pandemic,2023-12-06,kurz,1,Kooperativ,6+,sehr hoch,3
Dimension Delta,2024-04-05,lang,3,Kooperativ,6+,gering,3
Terraforming Mars,2024-03-05,mittel,1,Strategie,16+,kein Glück,4
Lost Ruins of Arnak,2024-11-16,mittel,4,Strategie,16+,hoch,3
Ziegenroulette,2021-06-14,mittel,1,Kinder,6+,kein Glück,4
Cartographers,2024-06-30,kurz,5,Strategie,16+,mittel,4
Living Forest,2024-10-21,lang,2,Strategie,16+,gering,1
Everdell,2025-06-06,kurz,5,Strategie,12+,sehr hoch,1
Karak,2022-09-06,kurz,2,Kinder,6+,gering,2
Pixhagen: Das Spiel,2024-01-19,kurz,3,Strategie,12+,kein Glück,4
Die Rückkehr der Kartoffelkönigin,2025-05-15,lang,2,Familie,10+,sehr hoch,3
Patchwork,2024-12-20,lang,2,Familie,6+,mittel,2
Terraforming Mars,2024-04-16,lang,1,Strategie,12+,mittel,3
Mysterium,2025-02-24,mittel,4,Kooperativ,10+,mittel,3
Hanabi,2025-01-24,mittel,4,Kooperativ,16+,sehr hoch,5
Mindbug,2024-06-14,mittel,2,Strategie,12+,mittel,3
Wurzelwerk,2024-09-15,lang,2,Strategie,16+,mittel,3
Love Letter,2024-02-22,l,3,Party,6+,hoch,2
Ziegenroulette,2023-01-21,lang,1,Kinder,6+,mittel,2
Clank!,2021-06-14,kurz,5,Strategie,12+,sehr hoch,3
Agricola,2023-09-04,kurz,4,Strategie,16+,hoch,5
Meadow,2023-01-13,m,3,Familie,10+,kein Glück,4
The Mind,2025-05-14,kurz,2,Party,16+,gering,4
Hinter dem Wasserfall,2023-01-14,mittel,3,Kooperativ,16+,kein Glück,4
Insel der Irrlichter,2024-04-06,mittel,1,Kooperativ,16+,kein Glück,2
Stadt der flüsternden Uhren,2023-04-27,kurz,1,Strategie,16+,gering,2
Unlock!,2024-11-06,kurz,4,Kooperativ,10+,hoch,2
Kemet,2025-01-19,mittel,2,Strategie,16+,gering,2
Tunnelritter,2025-06-17,kurz,1,Strategie,16+,kein Glück,2
Great Western Trail,2022-10-24,kurz,1,Strategie,16+,hoch,3
Tintenfuchs,2025-02-09,mittel,2,Kinder,6+,hoch,3
Karak,2025-07-15,l,2,Kinder,6+,hoch,2
Die Crew,2023-11-20,lang,3,Kooperativ,12+,gering,3
Wurzelwerk,2024-01-27,lang,5,Strategie,16+,gering,5
Wolkenschieber,2024-05-29,kurz,2,Familie,10+,mittel,5
Draftosaurus,2024-11-17,mittel,1,Familie,10+,kein Glück,4
Quacksalber von Quedlinburg,2024-06-16,m,3,Strategie,16+,gering,3
Pixhagen: Das Spiel,2023-03-02,mittel,1,Strategie,12+,hoch,3
Insel der Irrlichter,2024-10-29,kurz,4,Kooperativ,6+,hoch,4
Die Rückkehr der Kartoffelkönigin,2022-12-25,mittel,1,Familie,10+,hoch,2
Zug um Zug,2022-07-03,lang,2,Familie,10+,gering,2
Calico,2023-01-16,lang,2,Familie,6+,mittel,4
Broom Service,2024-02-21,lang,2,Familie,6+,mittel,2
Tapestry,2025-05-14,lang,1,Strategie,16+,hoch,4
Parks,2023-07-19,lang,1,Familie,6+,mittel,5
Patchwork,2022-07-01,kurz,3,Familie,6+,kein Glück,4
Gezeitenkinder,2025-05-05,kurz,3,Kooperativ,12+,gering,1
Die Farben von Fjorin,2021-12-22,kurz,1,Strategie,16+,kein Glück,2
Unlock!,2021-10-08,kurz,2,Kooperativ,10+,hoch,3
Kaktuskarneval,2024-02-17,mittel,3,Party,10+,gering,4
Pixhagen: Das Spiel,2025-04-07,kurz,2,Strategie,12+,sehr hoch,2
Gezeitenkinder,2024-12-09,kurz,2,Kooperativ,12+,hoch,4
Great Western Trail,2025-02-25,lang,1,Strategie,12+,hoch,4
Mindbug,2024-02-04,mittel,2,Strategie,16+,kein Glück,4
Die Drachen von Morag,2024-10-22,mittel,5,Kooperativ,6+,gering,4
Flügelschlag,2021-12-16,kurz,3,Familie,6+,hoch,3
Kemet,2023-06-05,lang,1,Strategie,12+,mittel,4
Red Cathedral,2022-08-09,mittel,2,Strategie,12+,gering,3
Cartographers,2023-06-01,kurz,3,Strategie,16+,mittel,3
Mysterium,2022-07-04,kurz,2,Kooperativ,12+,gering,5
Patchwork,2024-07-09,m,1,Familie,6+,gering,2
The Mind,2023-07-23,kurz,3,Party,6+,kein Glück,3
Planet Würfelstein,2024-07-15,l,3,Strategie,16+,sehr hoch,4
Die Ernte von Umbra,2025-01-23,kurz,5,Strategie,12+,hoch,3
